property_type,society,sector,price,price_per_sqft,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,area,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,godrej oasis,sector 88a,95 Lac,7268.0,Carpet area: 1307 (121.42 sq.m.),2,2,2,6.0,North-West,1 to 5 Year Old,,,,1307.0,0,0,0,0,0,0,79
flat,dlf the ultima,sector 81,3.5 Crore,11686.0,Super Built up area 2995(278.24 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),4,5,3+,7.0,North-East,1 to 5 Year Old,,2995.0,,2200.0,0,1,0,0,0,2,174
flat,spire woods now ananda by alpha corp,sector 103,1.25 Crore,6902.0,Carpet area: 1811 (168.25 sq.m.),3,4,3,11.0,,Under Construction,,,,1811.0,1,1,0,0,0,0,105
flat,trisara our homes 3,sohna road,39.5 Lac,6561.0,Carpet area: 602 (55.93 sq.m.),2,2,1,0.0,South,0 to 1 Year Old,,,,602.0,0,0,0,0,0,1,90
flat,dlf the ultima,sector 81,2.45 Crore,11491.0,Super Built up area 2132(198.07 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3,3,2,9.0,South-East,1 to 5 Year Old,,2132.0,1800.0,1500.0,0,1,0,0,0,1,174
flat,hcbs sports ville,sohna road,20 Lac,4219.0,Built Up area: 473.99 (44.04 sq.m.),1,1,1,3.0,East,0 to 1 Year Old,,,474.042156,,0,0,0,0,0,0,71
flat,m3m sky lofts,sector 71,1 Crore,11500.0,Built Up area: 869 (80.73 sq.m.)Carpet area: 435 sq.ft. (40.41 sq.m.),1,1,1,9.0,,undefined,,,869.0,435.0,0,0,0,0,0,0,77
flat,signature global solera,sector 107,29 Lac,5930.0,Carpet area: 489 (45.43 sq.m.),2,2,2,3.0,East,1 to 5 Year Old,,,,489.0,0,0,0,0,0,0,45
flat,assotech blith,sector 99,1.15 Crore,6593.0,Super Built up area 1365(126.81 sq.m.),2,2,2,2.0,,0 to 1 Year Old,,1365.0,,,0,0,0,0,1,1,72
flat,global height,sohna road,45 Lac,6338.0,Carpet area: 710 (65.96 sq.m.),2,2,2,6.0,East,1 to 5 Year Old,,,,710.0,0,0,0,0,0,2,49
flat,puri emerald bay,sector 104,2.65 Crore,15007.0,Super Built up area 2450(227.61 sq.m.)Carpet area: 1765.73 sq.ft. (164.04 sq.m.),3,4,3,15.0,North-East,1 to 5 Year Old,,2450.0,,1765.73,0,1,0,0,0,1,174
flat,paras irene,sector 70a,1.2 Crore,8450.0,Super Built up area 1420(131.92 sq.m.),2,2,3,6.0,North-East,5 to 10 Year Old,,1420.0,,,0,0,0,0,0,0,42
flat,adani m2k oyster grande,sector 102,1.9 Crore,9105.0,Super Built up area 1889(175.49 sq.m.),3,4,3,8.0,North-East,1 to 5 Year Old,,1889.0,,,0,1,0,0,0,0,165
flat,emaar mgf palm studios,sector 66,1.7 Crore,13502.0,Super Built up area 1185(110.09 sq.m.),2,2,2,7.0,,1 to 5 Year Old,,1185.0,,,0,0,0,0,1,0,99
flat,sare crescent parc,sector 92,49 Lac,4909.0,Carpet area: 998 (92.72 sq.m.),2,2,2,2.0,,1 to 5 Year Old,,,,998.0,0,0,0,0,0,0,96
house,,sector 25,10.0,37037.0,Plot area 300(250.84 sq.m.),5,6,3,3.0,North,10+ Year Old,2700.0,,300.0,,0,1,1,0,0,1,64
flat,umang monsoon breeze,sector 78,1.15 Crore,5284.0,Super Built up area 2176(202.16 sq.m.),3,3,3,9.0,,5 to 10 Year Old,,2176.0,,,0,1,0,0,1,0,22
flat,pyramid urban homes 2,sector 86,44 Lac,7321.0,Carpet area: 601 (55.83 sq.m.),2,2,2,6.0,East,1 to 5 Year Old,,,,601.0,0,0,0,0,0,1,63
flat,ild grand,sector 37c,66 Lac,5038.0,Built Up area: 1310 (121.7 sq.m.),2,2,3+,14.0,,undefined,,,1310.0,,0,0,0,0,0,0,60
flat,sare petioles,sector 92,1.25 Crore,6097.0,Carpet area: 2050 (190.45 sq.m.),3,3,3,18.0,,Jul 2024,,,,2050.0,0,1,0,0,0,0,44
house,,sector 11,2.1,17284.0,Plot area 135(112.88 sq.m.),6,6,3+,3.0,,1 to 5 Year Old,1215.0,,135.0,,0,0,0,0,0,0,14
flat,gls avenue 51,sector 92,50 Lac,7812.0,Super Built up area 640(59.46 sq.m.),3,3,1,0.0,,1 to 5 Year Old,,640.0,,,0,0,0,0,0,0,0
house,malibu towne,sector 47,8.81,27191.0,Plot area 360(301.01 sq.m.),8,6,3+,3.0,East,5 to 10 Year Old,3240.0,,360.0,,1,1,0,0,1,1,27
flat,professors enclave cghs,sector 56,1.54 Crore,8324.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1920 sq.ft. (178.37 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),3,3,2,6.0,South,10+ Year Old,,2000.0,1920.0,1850.0,0,1,0,1,0,1,104
flat,dlf new town heights,sector 90,1.55 Crore,6556.0,Super Built up area 2364(219.62 sq.m.),4,4,3+,1.0,South-East,1 to 5 Year Old,,2364.0,,,0,1,0,1,0,0,81
flat,green court,sector 90,47 Lac,6811.0,Carpet area: 690 (64.1 sq.m.),2,2,1,0.0,East,0 to 1 Year Old,,,,690.0,0,0,0,0,0,0,49
house,,sector 43,3.35,26973.0,Plot area 138(115.39 sq.m.),1,1,0,1.0,East,10+ Year Old,1242.0,,138.0,,0,0,0,0,0,0,9
house,,sector 45,8.5,26235.0,Plot area 360(301.01 sq.m.),5,4,2,1.0,North-East,5 to 10 Year Old,3240.0,,360.0,,0,1,0,1,0,1,49
flat,tulip violet,sector 69,1.4 Crore,8928.0,Super Built up area 1568(145.67 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3,3,1,12.0,North,1 to 5 Year Old,,1568.0,,1200.0,0,0,0,1,0,0,174
flat,ss the leaf,sector 85,1.24 Crore,7122.0,Super Built up area 1741(161.74 sq.m.)Built Up area: 1730 sq.ft. (160.72 sq.m.)Carpet area: 1720 sq.ft. (159.79 sq.m.),2,2,3,10.0,West,1 to 5 Year Old,,1741.0,1730.0,1720.0,0,0,0,0,0,0,49
flat,the close north,sector 50,2.35 Crore,11767.0,Super Built up area 1997(185.53 sq.m.)Built Up area: 1950 sq.ft. (181.16 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),3,3,3+,8.0,North-East,5 to 10 Year Old,,1997.0,1950.0,1850.0,0,0,0,0,0,1,165
house,,sector 46,5.65,23870.0,Plot area 263(219.9 sq.m.),8,6,3+,3.0,South-West,5 to 10 Year Old,2367.0,,263.0,,0,1,0,0,0,1,67
flat,mahindra luminare,sector 59,5.5 Crore,18181.0,Super Built up area 3025(281.03 sq.m.),3,3,1,26.0,,Dec 2024,,3025.0,,,0,1,0,0,0,0,24
flat,kamroon court,sector 43,2.75 Crore,13750.0,Carpet area: 2000 (185.81 sq.m.),3,4,3+,5.0,North-East,5 to 10 Year Old,,,,2000.0,0,1,0,0,1,1,49
flat,capital residences 360,sector 70a,1.15 Crore,11500.0,Super Built up area 1450(134.71 sq.m.)Built Up area: 1400 sq.ft. (130.06 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2,2,3,4.0,East,0 to 1 Year Old,,1450.0,1400.0,1000.0,0,0,0,1,0,0,132
flat,smart world gems,sector 89,88 Lac,7978.0,Built Up area: 1103 (102.47 sq.m.),2,2,0,2.0,,undefined,,,1103.0,,0,0,0,0,0,0,45
house,,sector 23,5.65,17706.0,Plot area 342(285.96 sq.m.)Built Up area: 5000 sq.yards (4180.64 sq.m.)Carpet area: 4000 sq.yards (3344.51 sq.m.),7,7,3+,2.0,West,5 to 10 Year Old,3191.0,,5000.0,4000.0,0,1,0,1,0,0,68
flat,godrej,sector 79,1.33 Crore,8531.0,Super Built up area 1559(144.84 sq.m.),2,2,3,6.0,North-West,1 to 5 Year Old,,1559.0,,,1,0,0,0,0,0,158
flat,pyramid urban homes 2,sector 86,50 Lac,9698.0,Carpet area: 515.57 (47.9 sq.m.),2,2,2,6.0,,10+ Year Old,,,,515.5908099999999,0,0,0,0,0,0,15
flat,orchid petals,sector 49,2.09 Crore,11578.0,Super Built up area 1805(167.69 sq.m.),3,3,3,0.0,South,1 to 5 Year Old,,1805.0,,,0,0,0,0,0,0,49
flat,tata gurgaon gateway,sector 113,2.45 Crore,10786.0,Super Built up area 2225(206.71 sq.m.),3,3,3,8.0,North,1 to 5 Year Old,,2225.0,,,0,0,0,0,0,0,110
flat,tulip violet,sector 69,1.3 Crore,8283.0,Super Built up area 1568(145.67 sq.m.),3,3,1,12.0,South-West,1 to 5 Year Old,,1568.0,,,0,0,0,1,0,0,86
flat,apartment,sector 92,75 Lac,4687.0,Carpet area: 1600 (148.64 sq.m.),3,4,3,2.0,East,5 to 10 Year Old,,,,1600.0,1,0,0,0,0,0,113
flat,tarc maceo,sector 91,87 Lac,6641.0,Super Built up area 1310(121.7 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2,2,2,9.0,North-West,1 to 5 Year Old,,1310.0,,1000.0,0,0,1,0,0,0,78
flat,vatika the seven lamps,sector 82,1 Crore,6969.0,Super Built up area 1435(133.32 sq.m.),2,2,2,14.0,,1 to 5 Year Old,,1435.0,,,1,0,0,0,1,0,69
flat,smart world one,dwarka expressway,1.65 Crore,5933.0,Carpet area: 2785 (258.73 sq.m.),3,4,3,6.0,,Under Construction,,,,2785.0,0,0,0,0,0,0,0
flat,smart world gems,sector 89,88 Lac,7963.0,Carpet area: 1105 (102.66 sq.m.),2,2,3,2.0,,Within 6 months,,,,1105.0,1,0,0,0,0,0,44
flat,dlf new town heights,sector 91,2 Crore,6967.0,Super Built up area 2727(253.35 sq.m.),4,4,3+,16.0,East,5 to 10 Year Old,,2727.0,,,1,1,0,1,0,0,65
flat,ramprastha the edge towers,sector 37d,1 Crore,5649.0,Super Built up area 1770(164.44 sq.m.),3,3,3+,13.0,,5 to 10 Year Old,,1770.0,,,0,0,0,0,0,0,38
flat,ambience caitriona,sector 24,14 Crore,200000.0,Built Up area: 700 (65.03 sq.m.),4,5,3,3.0,East,undefined,,,700.0,,0,0,0,0,0,0,0
flat,m3m woodshire,sector 107,80 Lac,5856.0,Super Built up area 1366(126.91 sq.m.),2,2,3+,14.0,,0 to 1 Year Old,,1366.0,,,0,0,0,0,0,0,67
flat,assotech blith,sector 99,92 Lac,6739.0,Super Built up area 1365(126.81 sq.m.),2,2,3+,22.0,,By 2023,,1365.0,,,0,0,0,0,0,0,56
flat,aipl zen residences,sector 70a,1.4 Crore,11094.0,Built Up area: 1262 (117.24 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),2,2,2,16.0,North-East,undefined,,,1262.0,800.0,0,0,0,0,0,0,0
flat,ss the leaf,sector 85,1.1 Crore,9565.0,Super Built up area 1640(152.36 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1150 sq.ft. (106.84 sq.m.),2,2,3,10.0,West,1 to 5 Year Old,,1640.0,1600.0,1150.0,0,0,0,1,0,0,150
flat,ats triumph,sector 104,2.78 Crore,8825.0,Super Built up area 3150(292.64 sq.m.),4,4,3+,11.0,South,1 to 5 Year Old,,3150.0,,,0,1,0,0,0,0,110
flat,ats kocoon,sector 109,1.75 Crore,10028.0,Super Built up area 1745(162.12 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),3,3,3,10.0,North-East,1 to 5 Year Old,,1745.0,1550.0,1250.0,0,0,0,1,0,1,49
flat,vatika gurgaon,sector 83,1.25 Crore,6313.0,Super Built up area 1980(183.95 sq.m.),3,3,2,2.0,West,1 to 5 Year Old,,1980.0,,,0,1,0,0,0,0,119
flat,umang winter hills,sector 77,1.35 Crore,7780.0,Super Built up area 1735(161.19 sq.m.)Carpet area: 1199 sq.ft. (111.39 sq.m.),3,3,3+,7.0,,0 to 1 Year Old,,1735.0,,1199.0,0,0,1,0,0,1,96
flat,bestech park view residency,sector 2,95 Lac,6709.0,Carpet area: 1416 (131.55 sq.m.),2,2,3,10.0,North-East,10+ Year Old,,,,1416.0,0,0,0,0,0,1,88
house,,sector 7,2.25,16892.0,Built Up area: 148 (123.75 sq.m.),5,3,0,2.0,,undefined,1332.0,,148.0,,0,0,0,0,0,0,0
flat,vipul belmonte,sector 53,6 Crore,24489.0,Super Built up area 2450(227.61 sq.m.),3,4,3+,6.0,North-West,5 to 10 Year Old,,2450.0,,,0,1,0,0,1,1,26
flat,m3m skywalk,sector 74,1.52 Crore,13342.0,Super Built up area 1400(130.06 sq.m.)Built Up area: 1250 sq.ft. (116.13 sq.m.)Carpet area: 1139.2 sq.ft. (105.84 sq.m.),2,2,3,6.0,South-East,1 to 5 Year Old,,1400.0,1250.0,1139.2,0,0,1,0,0,0,174
house,,sector 9,1.25,8735.0,Plot area 159(132.94 sq.m.),10,6,3+,3.0,,10+ Year Old,1431.0,,159.0,,0,0,0,0,0,0,0
house,,sector 43,7.5,38760.0,Plot area 215(179.77 sq.m.),12,12,3+,4.0,East,0 to 1 Year Old,1935.0,,215.0,,1,1,1,1,0,1,72
house,,sector 57,4.7,21759.0,Plot area 240(200.67 sq.m.),3,3,2,2.0,North,10+ Year Old,2160.0,,240.0,,0,1,0,0,1,0,43
flat,sobha city,sector 108,3.35 Crore,13266.0,Super Built up area 2072.9(192.58 sq.m.),3,4,2,19.0,,0 to 1 Year Old,,2072.9,,,0,0,0,0,0,0,102
house,dlf gardencity enclave,sector 93,1.3,11284.0,Plot area 1152(107.02 sq.m.),3,2,1,3.0,,1 to 5 Year Old,1152.0,,1152.0,,0,0,0,0,0,0,50
house,emaar emerald hills,sector 65,12.5,34722.0,Plot area 400(334.45 sq.m.),4,4,3+,2.0,East,1 to 5 Year Old,3600.0,,400.0,,1,1,0,0,0,0,56
flat,emaar palm gardens,sector 83,1.75 Crore,9210.0,Super Built up area 1900(176.52 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1240.04 sq.ft. (115.2 sq.m.),3,3,3,6.0,East,1 to 5 Year Old,,1900.0,1600.0,1240.04,0,1,0,0,0,1,174
flat,parsvnath exotica,sector 53,6.44 Crore,19000.0,Super Built up area 3390(314.94 sq.m.),4,4,3,7.0,West,5 to 10 Year Old,,3390.0,,,0,1,0,0,0,1,80
house,,sector 55,2.8,18667.0,Built Up area: 1500 (139.35 sq.m.),4,4,0,2.0,,undefined,1500.0,,1500.0,,0,0,0,0,0,0,0
flat,ramsons kshitij,sector 95,31.5 Lac,4500.0,Super Built up area 700(65.03 sq.m.)Carpet area: 443.32 sq.ft. (41.19 sq.m.),2,2,1,8.0,,1 to 5 Year Old,,700.0,,443.32,0,0,0,0,1,2,28
flat,ireo victory valley,sector 67,3.05 Crore,16266.0,Super Built up area 2385(221.57 sq.m.)Built Up area: 2200 sq.ft. (204.39 sq.m.)Carpet area: 1875 sq.ft. (174.19 sq.m.),3,4,2,35.0,South-West,1 to 5 Year Old,,2385.0,2200.0,1875.0,1,1,0,0,0,1,165
flat,m3m woodshire,sector 107,80 Lac,5856.0,Super Built up area 1366(126.91 sq.m.)Carpet area: 1055 sq.ft. (98.01 sq.m.),2,2,3+,6.0,West,1 to 5 Year Old,,1366.0,,1055.0,0,0,0,1,0,1,174
flat,pareena coban residences,sector 99a,1.32 Crore,6609.0,Super Built up area 1997(185.53 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3,5,3,11.0,North-East,0 to 1 Year Old,,1997.0,,1500.0,0,1,0,0,0,0,88
house,unitech uniworld resorts,sector 33,11.0,26667.0,Plot area 500(418.06 sq.m.),5,6,3,3.0,,0 to 1 Year Old,4125.0,,500.0,,1,1,0,0,0,0,58
flat,dlf regency park,sector 28,1.24 Crore,12400.0,Super Built up area 1150(106.84 sq.m.)Built Up area: 1050 sq.ft. (97.55 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2,2,3+,19.0,South,5 to 10 Year Old,,1150.0,1050.0,1000.0,0,0,0,1,0,1,157
flat,conscient heritage max,sector 102,2.15 Crore,10004.0,Super Built up area 2149(199.65 sq.m.),3,4,3+,18.0,South,1 to 5 Year Old,,2149.0,,,1,1,0,0,0,1,134
flat,the new crpf apartments,sector 9a,75 Lac,5813.0,Carpet area: 1290 (119.84 sq.m.),3,3,3,6.0,East,10+ Year Old,,,,1290.0,0,0,0,1,0,0,31
flat,vatika the seven lamps,sector 82,85.5 Lac,5979.0,Super Built up area 1430(132.85 sq.m.),2,2,2,9.0,North-East,1 to 5 Year Old,,1430.0,,,1,0,0,0,0,0,117
flat,breez global heights,sohna road,26 Lac,6598.0,Carpet area: 394 (36.6 sq.m.),1,1,1,6.0,,0 to 1 Year Old,,,,394.0,0,0,0,0,0,0,26
flat,ss the leaf,sector 85,1.18 Crore,10727.0,Super Built up area 1741(161.74 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),2,2,3,9.0,North-East,1 to 5 Year Old,,1741.0,1700.0,1100.0,1,0,0,0,0,1,150
house,,sector 46,6.81,36911.0,Plot area 205(171.41 sq.m.),12,14,3+,,East,0 to 1 Year Old,1845.0,,205.0,,0,1,0,0,1,1,40
flat,godrej nature plus,sector 33,1.07 Crore,7725.0,Super Built up area 1385(128.67 sq.m.),2,2,2,14.0,North-East,Aug 2023,,1385.0,,,0,0,0,0,0,0,68
flat,ats triumph,sector 104,2.52 Crore,8000.0,Super Built up area 3150(292.64 sq.m.)Built Up area: 2800 sq.ft. (260.13 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),4,4,3+,19.0,North-East,1 to 5 Year Old,,3150.0,2800.0,2400.0,0,1,1,0,0,1,156
flat,vipul lavanya,sector 81,1.28 Crore,7174.0,Carpet area: 1784 (165.74 sq.m.),3,3,3,1.0,North-East,5 to 10 Year Old,,,,1784.0,0,1,0,1,0,1,49
flat,central park resorts,sector 48,11.25 Crore,28266.0,Carpet area: 3980 (369.75 sq.m.),4,5,3+,2.0,North-West,1 to 5 Year Old,,,,3980.0,0,1,0,1,0,0,45
house,,sector 4,2.35,16319.0,Plot area 160(133.78 sq.m.),4,4,2,2.0,East,10+ Year Old,1440.0,,160.0,,0,0,0,1,0,0,43
flat,signature the roselia,sector 95,41.5 Lac,6194.0,Built Up area: 670 (62.25 sq.m.)Carpet area: 569.25 sq.ft. (52.89 sq.m.),2,2,2,12.0,North,0 to 1 Year Old,,,670.0,569.25,1,0,0,0,0,1,90
house,,sector 41,1.65,13750.0,Built Up area: 1200 (111.48 sq.m.),1,1,0,1.0,,undefined,1200.0,,1200.0,,0,0,0,0,0,0,0
house,,sector 2,19.5,27083.0,Plot area 800(668.9 sq.m.),8,9,3+,2.0,North,0 to 1 Year Old,7200.0,,800.0,,1,1,0,1,0,0,122
house,,sector 54,3.75,234375.0,Plot area 160(14.86 sq.m.),4,4,3,3.0,East,5 to 10 Year Old,160.0,,160.0,,0,1,0,0,0,1,13
flat,tulip violet,sector 69,1.7 Crore,8623.0,Super Built up area 1970(183.02 sq.m.),4,4,1,12.0,North-West,1 to 5 Year Old,,1970.0,,,0,0,0,0,0,0,88
flat,tulip violet,sector 69,1.68 Crore,8348.0,Super Built up area 2010(186.74 sq.m.),4,4,2,1.0,South-West,1 to 5 Year Old,,2010.0,,,0,0,0,1,0,0,102
flat,hcbs sports ville,sohna road,32 Lac,4301.0,Built Up area: 743.99 (69.12 sq.m.),2,2,1,3.0,,1 to 5 Year Old,,,744.000768,,0,0,0,0,0,0,109
house,,sector 26,12.5,38580.0,Plot area 360(301.01 sq.m.),5,5,3+,2.0,North,10+ Year Old,3240.0,,360.0,,1,1,1,1,0,1,79
flat,dlf the crest,sector 54,11 Crore,35483.0,Carpet area: 3100 (288 sq.m.),4,5,3+,7.0,North-East,1 to 5 Year Old,,,,3100.0,1,1,0,1,0,0,49
flat,signature global solera,sector 107,50 Lac,7751.0,Carpet area: 645 (59.92 sq.m.),3,2,2,6.0,North-East,1 to 5 Year Old,,,,645.0,0,0,0,0,1,0,49
flat,la vida by tata housing,sector 113,2.35 Crore,10599.0,Super Built up area 2217(205.97 sq.m.)Built Up area: 2210 sq.ft. (205.32 sq.m.)Carpet area: 1720 sq.ft. (159.79 sq.m.),3,3,3,11.0,North-East,0 to 1 Year Old,,2217.0,2210.0,1720.0,0,1,0,0,0,0,174
flat,chd avenue,sector 71,79 Lac,6594.0,Super Built up area 1198(111.3 sq.m.),2,2,2,8.0,South-East,1 to 5 Year Old,,1198.0,,,0,0,0,0,1,0,0
flat,ansal maple crescent,sector 43,1.35 Crore,10037.0,Super Built up area 1345(124.95 sq.m.)Built Up area: 1320 sq.ft. (122.63 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),3,3,3,2.0,South,10+ Year Old,,1345.0,1320.0,1300.0,0,0,0,0,1,1,93
house,emaar mgf marbella,sector 66,18.0,40000.0,Plot area 500(418.06 sq.m.),5,6,3+,3.0,North-East,1 to 5 Year Old,4500.0,,500.0,,1,1,1,1,0,2,153
flat,godrej,sector 79,2 Crore,8453.0,Carpet area: 2366 (219.81 sq.m.),3,4,3+,2.0,North-East,1 to 5 Year Old,,,,2366.0,0,1,0,0,0,1,156
flat,tulip lemon,sector 69,60 Lac,11407.0,Carpet area: 526 (48.87 sq.m.),2,1,1,11.0,,undefined,,,,526.0,0,0,0,0,0,0,0
flat,ss the leaf,sector 85,1.05 Crore,6402.0,Super Built up area 1640(152.36 sq.m.),2,2,3,11.0,North-East,1 to 5 Year Old,,1640.0,,,0,0,0,0,0,0,44
house,,sector 7,1.95,13542.0,Plot area 160(133.78 sq.m.),2,2,2,2.0,,10+ Year Old,1440.0,,160.0,,0,0,0,0,0,0,0
flat,ats triumph,sector 104,2 Crore,8733.0,Super Built up area 2290(212.75 sq.m.),3,4,3+,4.0,,1 to 5 Year Old,,2290.0,,,0,1,0,0,0,0,60
house,,sector 12,0.7,4117.0,Plot area 1700(157.94 sq.m.),4,4,1,2.0,,5 to 10 Year Old,1700.0,,1700.0,,0,0,0,0,0,0,0
house,eros rosewood villas,sector 49,2.75,178571.0,Plot area 154(14.31 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),3,3,1,2.0,North-West,10+ Year Old,154.0,,,1650.0,0,0,0,0,1,1,80
flat,ild greens,sector 37c,75 Lac,5245.0,Built Up area: 1430 (132.85 sq.m.),2,2,3+,13.0,East,undefined,,,1430.0,,0,0,0,0,0,0,51
flat,krrish florence estate,sector 70,1.3 Crore,5600.0,Built Up area: 1865 (173.26 sq.m.),3,3,3,17.0,,Under Construction,,,1865.0,,0,0,0,0,0,1,61
flat,chd avenue,sector 71,95 Lac,7929.0,Super Built up area 1198(111.3 sq.m.),2,2,2,5.0,South,5 to 10 Year Old,,1198.0,,,0,0,0,0,0,1,142
flat,spaze privy at,sector 84,1.2 Crore,7453.0,Super Built up area 1610(149.57 sq.m.),2,2,3,3.0,,1 to 5 Year Old,,1610.0,,,1,0,0,0,0,1,133
house,international city by sobha phase 1,sector 109,6.1,25103.0,Plot area 270(225.75 sq.m.),5,6,3+,2.0,,5 to 10 Year Old,2430.0,,270.0,,0,1,0,0,0,0,30
flat,signature global solera,sector 107,36 Lac,5980.0,Super Built up area 602(55.93 sq.m.)Built Up area: 598 sq.ft. (55.56 sq.m.)Carpet area: 546 sq.ft. (50.73 sq.m.),2,2,1,7.0,North-West,1 to 5 Year Old,,602.0,598.0,546.0,0,0,0,0,1,0,49
flat,la vida by tata housing,sector 113,3.05 Crore,15561.0,Super Built up area 2690(249.91 sq.m.)Built Up area: 2150 sq.ft. (199.74 sq.m.)Carpet area: 1960 sq.ft. (182.09 sq.m.),3,4,3,3.0,North-West,1 to 5 Year Old,,2690.0,2150.0,1960.0,0,1,0,0,0,0,174
flat,smart world orchard,sector 61,2.57 Crore,15766.0,Carpet area: 1630 (151.43 sq.m.),3,3,2,3.0,North-East,Under Construction,,,,1630.0,1,0,0,0,0,0,0
house,,sector 7,0.95,21111.0,Plot area 450(41.81 sq.m.),2,1,1,3.0,,0 to 1 Year Old,450.0,,450.0,,0,0,0,0,0,0,15
flat,supertech araville,sector 79,95 Lac,6209.0,Super Built up area 1530(142.14 sq.m.),2,2,3,7.0,North-East,0 to 1 Year Old,,1530.0,,,1,0,0,0,0,0,49
flat,dlf regency park,sector 28,2.3 Crore,11817.0,Built Up area: 1777 (165.09 sq.m.),3,3,3,7.0,North-East,5 to 10 Year Old,,,1777.0,,0,1,0,0,0,0,117
flat,puri emerald bay,sector 104,1.59 Crore,10903.0,Super Built up area 1550(144 sq.m.),2,2,2,12.0,South,1 to 5 Year Old,,1550.0,,,0,0,0,0,0,0,121
flat,m3m merlin,sector 67,3.5 Crore,14583.0,Super Built up area 2400(222.97 sq.m.)Carpet area: 2050 sq.ft. (190.45 sq.m.),3,4,3,17.0,South-East,1 to 5 Year Old,,2400.0,,2050.0,0,1,1,0,0,1,167
flat,shapoorji pallonji joyville gurugram,sector 102,2.03 Crore,12000.0,Super Built up area 1692(157.19 sq.m.)Carpet area: 1027.68 sq.ft. (95.47 sq.m.),3,3,2,1.0,,Within 6 months,,1692.0,,1027.68,0,0,0,0,0,0,67
flat,sare crescent parc,sector 92,66 Lac,4977.0,Carpet area: 1326 (123.19 sq.m.),3,2,2,15.0,North,1 to 5 Year Old,,,,1326.0,0,0,0,0,0,2,44
flat,sare green parc,sector 92,85 Lac,6741.0,Built Up area: 1261 (117.15 sq.m.),3,2,2,14.0,,undefined,,,1261.0,,0,0,0,0,0,0,0
house,vatika signature villas,sector 82,5.0,15432.0,Plot area 360(301.01 sq.m.),4,4,3+,3.0,East,1 to 5 Year Old,3240.0,,360.0,,0,1,1,1,0,0,24
flat,bestech park view sanskruti,sector 92,1.55 Crore,7568.0,Super Built up area 1995(185.34 sq.m.),3,4,3,16.0,South,1 to 5 Year Old,,1995.0,,,0,1,0,0,0,1,60
house,,sohna road,1.55,14720.0,Plot area 117(97.83 sq.m.),2,3,2,1.0,North,Within 3 months,1053.0,,117.0,,1,0,0,1,0,1,49
house,,sector 12,3.71,19818.0,Plot area 208(173.91 sq.m.),3,3,1,4.0,,5 to 10 Year Old,1872.0,,208.0,,0,0,0,1,0,0,0
flat,breez global heights,sohna road,46 Lac,6478.0,Carpet area: 710 (65.96 sq.m.),2,2,2,6.0,East,1 to 5 Year Old,,,,710.0,0,0,0,0,0,2,49
flat,rof ananda,sector 95,20 Lac,5463.0,Carpet area: 366.08 (34.01 sq.m.),1,1,1,9.0,South-West,1 to 5 Year Old,,,,366.08023899999995,0,0,0,1,0,0,52
flat,ramprastha the edge towers,sector 37d,80 Lac,8888.0,Super Built up area 1380(128.21 sq.m.)Built Up area: 1310 sq.ft. (121.7 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),2,2,3,10.0,South-East,1 to 5 Year Old,,1380.0,1310.0,900.0,0,0,0,0,1,0,166
flat,godrej,sector 79,1.28 Crore,8504.0,Super Built up area 1505(139.82 sq.m.),3,3,3,7.0,North-East,1 to 5 Year Old,,1505.0,,,0,0,0,0,0,0,158
flat,adani brahma samsara vilasa,sector 63,3.25 Crore,29545.0,Built Up area: 2700 (250.84 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),3,3,3,4.0,North-East,0 to 1 Year Old,,,2700.0,1100.0,0,0,0,0,1,0,41
flat,ireo victory valley,sector 67,3.15 Crore,12846.0,Super Built up area 2452(227.8 sq.m.),3,4,3+,15.0,South,1 to 5 Year Old,,2452.0,,,0,1,0,1,0,1,149
